,dms_orig,dms_dest,sctg2,dms_mode,Year,tons,economic_growth
617,53-Washington,53-Washington,29-Printed prods.,1-Truck,2022,125.9375,Base
618,53-Washington,53-Washington,29-Printed prods.,5-Multiple modes & mail,2022,1.3081,Base
619,53-Washington,53-Washington,30-Textiles/leather,1-Truck,2022,190.6872,Base
620,53-Washington,53-Washington,30-Textiles/leather,5-Multiple modes & mail,2022,5.0639,Base
621,53-Washington,53-Washington,31-Nonmetal min. prods.,1-Truck,2022,17944.6282,Base
622,53-Washington,53-Washington,31-Nonmetal min. prods.,2-Rail,2022,63.1751,Base
623,53-Washington,53-Washington,31-Nonmetal min. prods.,3-Water,2022,65.1807,Base
624,53-Washington,53-Washington,31-Nonmetal min. prods.,5-Multiple modes & mail,2022,47.2966,Base
625,53-Washington,53-Washington,32-Base metals,1-Truck,2022,1419.5218,Base
626,53-Washington,53-Washington,32-Base metals,2-Rail,2022,59.9355,Base
627,53-Washington,53-Washington,32-Base metals,5-Multiple modes & mail,2022,21.697,Base
628,53-Washington,53-Washington,33-Articles-base metal,1-Truck,2022,867.9808,Base
629,53-Washington,53-Washington,33-Articles-base metal,2-Rail,2022,0.8325,Base
630,53-Washington,53-Washington,33-Articles-base metal,4-Air (include truck-air),2022,0.0001,Base
631,53-Washington,53-Washington,33-Articles-base metal,5-Multiple modes & mail,2022,6.7933,Base
632,53-Washington,53-Washington,34-Machinery,1-Truck,2022,469.9646,Base
633,53-Washington,53-Washington,34-Machinery,2-Rail,2022,0.2007,Base
634,53-Washington,53-Washington,34-Machinery,5-Multiple modes & mail,2022,7.5892,Base
635,53-Washington,53-Washington,35-Electronics,1-Truck,2022,734.31,Base
636,53-Washington,53-Washington,35-Electronics,5-Multiple modes & mail,2022,27.8339,Base
637,53-Washington,53-Washington,36-Motorized vehicles,1-Truck,2022,327.0692,Base
638,53-Washington,53-Washington,36-Motorized vehicles,5-Multiple modes & mail,2022,21.2861,Base
639,53-Washington,53-Washington,37-Transport equip.,1-Truck,2022,26.0621,Base
640,53-Washington,53-Washington,37-Transport equip.,5-Multiple modes & mail,2022,0.3083,Base
641,53-Washington,53-Washington,38-Precision instruments,1-Truck,2022,161.3251,Base
642,53-Washington,53-Washington,38-Precision instruments,5-Multiple modes & mail,2022,59.6693,Base
643,53-Washington,53-Washington,39-Furniture,1-Truck,2022,695.8429,Base
644,53-Washington,53-Washington,39-Furniture,5-Multiple modes & mail,2022,0.6803,Base
645,53-Washington,53-Washington,40-Misc. mfg. prods.,1-Truck,2022,1593.1935,Base
646,53-Washington,53-Washington,40-Misc. mfg. prods.,2-Rail,2022,0.0463,Base
647,53-Washington,53-Washington,40-Misc. mfg. prods.,5-Multiple modes & mail,2022,167.4072,Base
648,53-Washington,53-Washington,41-Waste/scrap,1-Truck,2022,10143.6367,Base
649,53-Washington,53-Washington,41-Waste/scrap,2-Rail,2022,1543.6009,Base
650,53-Washington,53-Washington,41-Waste/scrap,5-Multiple modes & mail,2022,10.1928,Base
651,53-Washington,53-Washington,43-Mixed freight,1-Truck,2022,8067.21,Base
652,53-Washington,53-Washington,43-Mixed freight,2-Rail,2022,0.1327,Base
653,53-Washington,53-Washington,43-Mixed freight,5-Multiple modes & mail,2022,5.2068,Base
654,53-Washington,53-Washington,01-Live animals/fish,1-Truck,2023,311.5684,Base
655,53-Washington,53-Washington,02-Cereal grains,1-Truck,2023,12554.0755,Base
656,53-Washington,53-Washington,02-Cereal grains,2-Rail,2023,2257.0858,Base
657,53-Washington,53-Washington,02-Cereal grains,3-Water,2023,1097.9529,Base
658,53-Washington,53-Washington,02-Cereal grains,5-Multiple modes & mail,2023,0.4836,Base
659,53-Washington,53-Washington,03-Other ag prods.,1-Truck,2023,11942.8578,Base
660,53-Washington,53-Washington,03-Other ag prods.,3-Water,2023,5.4564,Base
661,53-Washington,53-Washington,03-Other ag prods.,5-Multiple modes & mail,2023,1.4389,Base
662,53-Washington,53-Washington,04-Animal feed,1-Truck,2023,3221.1162,Base
663,53-Washington,53-Washington,04-Animal feed,2-Rail,2023,678.8902,Base
664,53-Washington,53-Washington,04-Animal feed,5-Multiple modes & mail,2023,36.1844,Base
665,53-Washington,53-Washington,05-Meat/seafood,1-Truck,2023,809.0825,Base
666,53-Washington,53-Washington,05-Meat/seafood,5-Multiple modes & mail,2023,99.8172,Base
667,53-Washington,53-Washington,06-Milled grain prods.,1-Truck,2023,2000.8983,Base
668,53-Washington,53-Washington,06-Milled grain prods.,5-Multiple modes & mail,2023,6.126,Base
669,53-Washington,53-Washington,07-Other foodstuffs,1-Truck,2023,8825.5941,Base
670,53-Washington,53-Washington,07-Other foodstuffs,2-Rail,2023,1.1036,Base
671,53-Washington,53-Washington,07-Other foodstuffs,5-Multiple modes & mail,2023,62.7248,Base
672,53-Washington,53-Washington,08-Alcoholic beverages,1-Truck,2023,2445.6356,Base
673,53-Washington,53-Washington,08-Alcoholic beverages,2-Rail,2023,39.5547,Base
674,53-Washington,53-Washington,08-Alcoholic beverages,5-Multiple modes & mail,2023,6.912,Base
675,53-Washington,53-Washington,09-Tobacco prods.,1-Truck,2023,2.4849,Base
676,53-Washington,53-Washington,10-Building stone,1-Truck,2023,94.3894,Base
677,53-Washington,53-Washington,11-Natural sands,1-Truck,2023,9208.2345,Base
678,53-Washington,53-Washington,11-Natural sands,2-Rail,2023,1261.2719,Base
679,53-Washington,53-Washington,11-Natural sands,5-Multiple modes & mail,2023,84.7299,Base
680,53-Washington,53-Washington,12-Gravel,1-Truck,2023,41394.3225,Base
681,53-Washington,53-Washington,12-Gravel,2-Rail,2023,2957.317,Base
682,53-Washington,53-Washington,12-Gravel,3-Water,2023,1.162,Base
683,53-Washington,53-Washington,12-Gravel,5-Multiple modes & mail,2023,28.9622,Base
684,53-Washington,53-Washington,13-Nonmetallic minerals,1-Truck,2023,2635.0606,Base
685,53-Washington,53-Washington,13-Nonmetallic minerals,5-Multiple modes & mail,2023,0.0292,Base
686,53-Washington,53-Washington,14-Metallic ores,1-Truck,2023,0.0366,Base
687,53-Washington,53-Washington,17-Gasoline,1-Truck,2023,12081.7553,Base
688,53-Washington,53-Washington,17-Gasoline,2-Rail,2023,0.1374,Base
689,53-Washington,53-Washington,17-Gasoline,3-Water,2023,3061.5891,Base
690,53-Washington,53-Washington,17-Gasoline,5-Multiple modes & mail,2023,20.3186,Base
691,53-Washington,53-Washington,17-Gasoline,6-Pipeline,2023,13396.5927,Base
692,53-Washington,53-Washington,18-Fuel oils,1-Truck,2023,5779.8744,Base
693,53-Washington,53-Washington,18-Fuel oils,2-Rail,2023,603.6758,Base
694,53-Washington,53-Washington,18-Fuel oils,3-Water,2023,7190.7584,Base
695,53-Washington,53-Washington,18-Fuel oils,5-Multiple modes & mail,2023,120.988,Base
696,53-Washington,53-Washington,18-Fuel oils,6-Pipeline,2023,2158.2107,Base
697,53-Washington,53-Washington,19-Natural gas and other fossil products,1-Truck,2023,5434.2612,Base
698,53-Washington,53-Washington,19-Natural gas and other fossil products,2-Rail,2023,68.6929,Base
699,53-Washington,53-Washington,19-Natural gas and other fossil products,3-Water,2023,1373.6915,Base
700,53-Washington,53-Washington,19-Natural gas and other fossil products,5-Multiple modes & mail,2023,99.2519,Base
701,53-Washington,53-Washington,19-Natural gas and other fossil products,6-Pipeline,2023,20714.3001,Base
702,53-Washington,53-Washington,20-Basic chemicals,1-Truck,2023,1711.5735,Base
703,53-Washington,53-Washington,20-Basic chemicals,2-Rail,2023,13.1999,Base
704,53-Washington,53-Washington,20-Basic chemicals,5-Multiple modes & mail,2023,16.4839,Base
705,53-Washington,53-Washington,20-Basic chemicals,6-Pipeline,2023,360.6796,Base
706,53-Washington,53-Washington,21-Pharmaceuticals,1-Truck,2023,112.1973,Base
707,53-Washington,53-Washington,21-Pharmaceuticals,5-Multiple modes & mail,2023,72.7589,Base
708,53-Washington,53-Washington,22-Fertilizers,1-Truck,2023,3420.1991,Base
709,53-Washington,53-Washington,22-Fertilizers,2-Rail,2023,0.0134,Base
710,53-Washington,53-Washington,22-Fertilizers,5-Multiple modes & mail,2023,0.0123,Base
711,53-Washington,53-Washington,23-Chemical prods.,1-Truck,2023,506.6867,Base
712,53-Washington,53-Washington,23-Chemical prods.,5-Multiple modes & mail,2023,7.9106,Base
713,53-Washington,53-Washington,24-Plastics/rubber,1-Truck,2023,1244.3383,Base
714,53-Washington,53-Washington,24-Plastics/rubber,2-Rail,2023,0.1187,Base
715,53-Washington,53-Washington,24-Plastics/rubber,5-Multiple modes & mail,2023,7.214,Base
716,53-Washington,53-Washington,25-Logs,1-Truck,2023,51730.6917,Base
717,53-Washington,53-Washington,26-Wood prods.,1-Truck,2023,12059.1012,Base
718,53-Washington,53-Washington,26-Wood prods.,2-Rail,2023,219.7201,Base
719,53-Washington,53-Washington,26-Wood prods.,3-Water,2023,0.8969,Base
720,53-Washington,53-Washington,26-Wood prods.,5-Multiple modes & mail,2023,217.2808,Base
721,53-Washington,53-Washington,27-Newsprint/paper,1-Truck,2023,828.1159,Base
722,53-Washington,53-Washington,27-Newsprint/paper,2-Rail,2023,10.5056,Base
723,53-Washington,53-Washington,27-Newsprint/paper,5-Multiple modes & mail,2023,227.4085,Base
724,53-Washington,53-Washington,28-Paper articles,1-Truck,2023,1133.3125,Base
725,53-Washington,53-Washington,28-Paper articles,5-Multiple modes & mail,2023,38.8611,Base
726,53-Washington,53-Washington,29-Printed prods.,1-Truck,2023,101.5614,Base
727,53-Washington,53-Washington,29-Printed prods.,5-Multiple modes & mail,2023,1.0549,Base
728,53-Washington,53-Washington,30-Textiles/leather,1-Truck,2023,182.7464,Base
729,53-Washington,53-Washington,30-Textiles/leather,5-Multiple modes & mail,2023,4.853,Base
730,53-Washington,53-Washington,31-Nonmetal min. prods.,1-Truck,2023,16907.501,Base
731,53-Washington,53-Washington,31-Nonmetal min. prods.,2-Rail,2023,59.5238,Base
732,53-Washington,53-Washington,31-Nonmetal min. prods.,3-Water,2023,61.4135,Base
733,53-Washington,53-Washington,31-Nonmetal min. prods.,5-Multiple modes & mail,2023,44.5631,Base
734,53-Washington,53-Washington,32-Base metals,1-Truck,2023,1610.1304,Base
735,53-Washington,53-Washington,32-Base metals,2-Rail,2023,67.9835,Base
736,53-Washington,53-Washington,32-Base metals,5-Multiple modes & mail,2023,24.6104,Base
737,53-Washington,53-Washington,33-Articles-base metal,1-Truck,2023,858.6774,Base
738,53-Washington,53-Washington,33-Articles-base metal,2-Rail,2023,0.8235,Base
739,53-Washington,53-Washington,33-Articles-base metal,4-Air (include truck-air),2023,0.0001,Base
740,53-Washington,53-Washington,33-Articles-base metal,5-Multiple modes & mail,2023,6.7205,Base
741,53-Washington,53-Washington,34-Machinery,1-Truck,2023,453.5414,Base
742,53-Washington,53-Washington,34-Machinery,2-Rail,2023,0.1937,Base
743,53-Washington,53-Washington,34-Machinery,5-Multiple modes & mail,2023,7.324,Base
744,53-Washington,53-Washington,35-Electronics,1-Truck,2023,739.9672,Base
745,53-Washington,53-Washington,35-Electronics,5-Multiple modes & mail,2023,28.0483,Base
746,53-Washington,53-Washington,36-Motorized vehicles,1-Truck,2023,332.4853,Base
747,53-Washington,53-Washington,36-Motorized vehicles,5-Multiple modes & mail,2023,21.6386,Base
748,53-Washington,53-Washington,37-Transport equip.,1-Truck,2023,29.5942,Base
749,53-Washington,53-Washington,37-Transport equip.,5-Multiple modes & mail,2023,0.3501,Base
750,53-Washington,53-Washington,38-Precision instruments,1-Truck,2023,156.8715,Base
751,53-Washington,53-Washington,38-Precision instruments,5-Multiple modes & mail,2023,58.0221,Base
752,53-Washington,53-Washington,39-Furniture,1-Truck,2023,660.6837,Base
753,53-Washington,53-Washington,39-Furniture,5-Multiple modes & mail,2023,0.6459,Base
754,53-Washington,53-Washington,40-Misc. mfg. prods.,1-Truck,2023,1534.9839,Base
755,53-Washington,53-Washington,40-Misc. mfg. prods.,2-Rail,2023,0.0446,Base
756,53-Washington,53-Washington,40-Misc. mfg. prods.,5-Multiple modes & mail,2023,161.2907,Base
757,53-Washington,53-Washington,41-Waste/scrap,1-Truck,2023,10179.4308,Base
758,53-Washington,53-Washington,41-Waste/scrap,2-Rail,2023,1547.6745,Base
759,53-Washington,53-Washington,41-Waste/scrap,5-Multiple modes & mail,2023,10.2167,Base
760,53-Washington,53-Washington,43-Mixed freight,1-Truck,2023,8121.4529,Base
761,53-Washington,53-Washington,43-Mixed freight,2-Rail,2023,0.1336,Base
762,53-Washington,53-Washington,43-Mixed freight,5-Multiple modes & mail,2023,5.2418,Base
763,53-Washington,53-Washington,01-Live animals/fish,1-Truck,2025,442.396,Base
764,53-Washington,53-Washington,02-Cereal grains,1-Truck,2025,14054.764,Base
765,53-Washington,53-Washington,02-Cereal grains,2-Rail,2025,2579.8697,Base
766,53-Washington,53-Washington,02-Cereal grains,3-Water,2025,1286.3037,Base
767,53-Washington,53-Washington,02-Cereal grains,5-Multiple modes & mail,2025,0.5663,Base
768,53-Washington,53-Washington,03-Other ag prods.,1-Truck,2025,12816.8594,Base
769,53-Washington,53-Washington,03-Other ag prods.,3-Water,2025,7.1711,Base
770,53-Washington,53-Washington,03-Other ag prods.,5-Multiple modes & mail,2025,1.867,Base
771,53-Washington,53-Washington,04-Animal feed,1-Truck,2025,3580.6492,Base
772,53-Washington,53-Washington,04-Animal feed,2-Rail,2025,792.9423,Base
773,53-Washington,53-Washington,04-Animal feed,5-Multiple modes & mail,2025,35.8684,Base
774,53-Washington,53-Washington,05-Meat/seafood,1-Truck,2025,903.5496,Base
775,53-Washington,53-Washington,05-Meat/seafood,5-Multiple modes & mail,2025,89.8744,Base
776,53-Washington,53-Washington,06-Milled grain prods.,1-Truck,2025,2152.8356,Base
777,53-Washington,53-Washington,06-Milled grain prods.,5-Multiple modes & mail,2025,7.5805,Base
778,53-Washington,53-Washington,07-Other foodstuffs,1-Truck,2025,9612.4179,Base
779,53-Washington,53-Washington,07-Other foodstuffs,2-Rail,2025,1.1966,Base
780,53-Washington,53-Washington,07-Other foodstuffs,5-Multiple modes & mail,2025,68.6854,Base
781,53-Washington,53-Washington,08-Alcoholic beverages,1-Truck,2025,2620.8984,Base
782,53-Washington,53-Washington,08-Alcoholic beverages,2-Rail,2025,43.0944,Base
783,53-Washington,53-Washington,08-Alcoholic beverages,5-Multiple modes & mail,2025,7.5206,Base
784,53-Washington,53-Washington,09-Tobacco prods.,1-Truck,2025,3.4371,Base
785,53-Washington,53-Washington,10-Building stone,1-Truck,2025,164.1413,Base
786,53-Washington,53-Washington,11-Natural sands,1-Truck,2025,11838.0918,Base
787,53-Washington,53-Washington,11-Natural sands,2-Rail,2025,1546.5095,Base
788,53-Washington,53-Washington,11-Natural sands,5-Multiple modes & mail,2025,107.9293,Base
789,53-Washington,53-Washington,12-Gravel,1-Truck,2025,47852.422,Base
790,53-Washington,53-Washington,12-Gravel,2-Rail,2025,3812.6644,Base
791,53-Washington,53-Washington,12-Gravel,3-Water,2025,1.3347,Base
792,53-Washington,53-Washington,12-Gravel,5-Multiple modes & mail,2025,30.0755,Base
793,53-Washington,53-Washington,13-Nonmetallic minerals,1-Truck,2025,2754.6661,Base
794,53-Washington,53-Washington,13-Nonmetallic minerals,5-Multiple modes & mail,2025,0.0335,Base
795,53-Washington,53-Washington,14-Metallic ores,1-Truck,2025,0.0175,Base
796,53-Washington,53-Washington,17-Gasoline,1-Truck,2025,12620.3764,Base
797,53-Washington,53-Washington,17-Gasoline,2-Rail,2025,0.1453,Base
798,53-Washington,53-Washington,17-Gasoline,3-Water,2025,3228.2746,Base
799,53-Washington,53-Washington,17-Gasoline,5-Multiple modes & mail,2025,21.0083,Base
800,53-Washington,53-Washington,17-Gasoline,6-Pipeline,2025,13994.386,Base
801,53-Washington,53-Washington,18-Fuel oils,1-Truck,2025,7150.2782,Base
802,53-Washington,53-Washington,18-Fuel oils,2-Rail,2025,751.3104,Base
803,53-Washington,53-Washington,18-Fuel oils,3-Water,2025,8817.0547,Base
804,53-Washington,53-Washington,18-Fuel oils,5-Multiple modes & mail,2025,148.2812,Base
805,53-Washington,53-Washington,18-Fuel oils,6-Pipeline,2025,2670.5508,Base
806,53-Washington,53-Washington,19-Natural gas and other fossil products,1-Truck,2025,6211.7474,Base
807,53-Washington,53-Washington,19-Natural gas and other fossil products,2-Rail,2025,80.3119,Base
808,53-Washington,53-Washington,19-Natural gas and other fossil products,3-Water,2025,1606.042,Base
809,53-Washington,53-Washington,19-Natural gas and other fossil products,5-Multiple modes & mail,2025,124.3939,Base
810,53-Washington,53-Washington,19-Natural gas and other fossil products,6-Pipeline,2025,18403.7744,Base
811,53-Washington,53-Washington,20-Basic chemicals,1-Truck,2025,2499.7603,Base
812,53-Washington,53-Washington,20-Basic chemicals,2-Rail,2025,18.6445,Base
813,53-Washington,53-Washington,20-Basic chemicals,5-Multiple modes & mail,2025,24.4761,Base
814,53-Washington,53-Washington,20-Basic chemicals,6-Pipeline,2025,525.8471,Base
815,53-Washington,53-Washington,21-Pharmaceuticals,1-Truck,2025,141.6054,Base
816,53-Washington,53-Washington,21-Pharmaceuticals,5-Multiple modes & mail,2025,89.8008,Base
817,53-Washington,53-Washington,22-Fertilizers,1-Truck,2025,3950.766,Base
818,53-Washington,53-Washington,22-Fertilizers,2-Rail,2025,0.0155,Base
819,53-Washington,53-Washington,22-Fertilizers,5-Multiple modes & mail,2025,0.0159,Base
820,53-Washington,53-Washington,23-Chemical prods.,1-Truck,2025,726.7145,Base
821,53-Washington,53-Washington,23-Chemical prods.,5-Multiple modes & mail,2025,11.4327,Base
822,53-Washington,53-Washington,24-Plastics/rubber,1-Truck,2025,1643.2163,Base
823,53-Washington,53-Washington,24-Plastics/rubber,2-Rail,2025,0.1571,Base
824,53-Washington,53-Washington,24-Plastics/rubber,5-Multiple modes & mail,2025,9.5657,Base
825,53-Washington,53-Washington,25-Logs,1-Truck,2025,44669.7929,Base
826,53-Washington,53-Washington,26-Wood prods.,1-Truck,2025,12203.5216,Base
827,53-Washington,53-Washington,26-Wood prods.,2-Rail,2025,213.8436,Base
828,53-Washington,53-Washington,26-Wood prods.,3-Water,2025,0.9396,Base
829,53-Washington,53-Washington,26-Wood prods.,5-Multiple modes & mail,2025,232.0778,Base
830,53-Washington,53-Washington,27-Newsprint/paper,1-Truck,2025,1043.5284,Base
831,53-Washington,53-Washington,27-Newsprint/paper,2-Rail,2025,13.7178,Base
832,53-Washington,53-Washington,27-Newsprint/paper,5-Multiple modes & mail,2025,277.0672,Base
833,53-Washington,53-Washington,28-Paper articles,1-Truck,2025,1614.8679,Base
834,53-Washington,53-Washington,28-Paper articles,5-Multiple modes & mail,2025,55.0288,Base
835,53-Washington,53-Washington,29-Printed prods.,1-Truck,2025,127.3318,Base
836,53-Washington,53-Washington,29-Printed prods.,5-Multiple modes & mail,2025,1.3321,Base
837,53-Washington,53-Washington,30-Textiles/leather,1-Truck,2025,284.5691,Base
838,53-Washington,53-Washington,30-Textiles/leather,5-Multiple modes & mail,2025,7.5479,Base
839,53-Washington,53-Washington,31-Nonmetal min. prods.,1-Truck,2025,19053.186,Base
840,53-Washington,53-Washington,31-Nonmetal min. prods.,2-Rail,2025,68.9314,Base
841,53-Washington,53-Washington,31-Nonmetal min. prods.,3-Water,2025,70.2472,Base
842,53-Washington,53-Washington,31-Nonmetal min. prods.,5-Multiple modes & mail,2025,51.1871,Base
843,53-Washington,53-Washington,32-Base metals,1-Truck,2025,1941.1094,Base
844,53-Washington,53-Washington,32-Base metals,2-Rail,2025,84.6105,Base
845,53-Washington,53-Washington,32-Base metals,5-Multiple modes & mail,2025,31.5622,Base
846,53-Washington,53-Washington,33-Articles-base metal,1-Truck,2025,1092.609,Base
847,53-Washington,53-Washington,33-Articles-base metal,2-Rail,2025,1.0517,Base
848,53-Washington,53-Washington,33-Articles-base metal,4-Air (include truck-air),2025,0.0002,Base
849,53-Washington,53-Washington,33-Articles-base metal,5-Multiple modes & mail,2025,8.5661,Base
850,53-Washington,53-Washington,34-Machinery,1-Truck,2025,543.4514,Base
851,53-Washington,53-Washington,34-Machinery,2-Rail,2025,0.2297,Base
852,53-Washington,53-Washington,34-Machinery,5-Multiple modes & mail,2025,8.7074,Base
853,53-Washington,53-Washington,35-Electronics,1-Truck,2025,808.0194,Base
854,53-Washington,53-Washington,35-Electronics,5-Multiple modes & mail,2025,30.1966,Base
855,53-Washington,53-Washington,36-Motorized vehicles,1-Truck,2025,407.0522,Base
856,53-Washington,53-Washington,36-Motorized vehicles,5-Multiple modes & mail,2025,26.106,Base
857,53-Washington,53-Washington,37-Transport equip.,1-Truck,2025,28.6204,Base
858,53-Washington,53-Washington,37-Transport equip.,5-Multiple modes & mail,2025,0.3295,Base
859,53-Washington,53-Washington,38-Precision instruments,1-Truck,2025,236.0169,Base
860,53-Washington,53-Washington,38-Precision instruments,5-Multiple modes & mail,2025,87.2733,Base
861,53-Washington,53-Washington,39-Furniture,1-Truck,2025,978.6789,Base
862,53-Washington,53-Washington,39-Furniture,5-Multiple modes & mail,2025,0.9698,Base
863,53-Washington,53-Washington,40-Misc. mfg. prods.,1-Truck,2025,2387.6735,Base
864,53-Washington,53-Washington,40-Misc. mfg. prods.,2-Rail,2025,0.0699,Base
865,53-Washington,53-Washington,40-Misc. mfg. prods.,5-Multiple modes & mail,2025,251.7586,Base
866,53-Washington,53-Washington,41-Waste/scrap,1-Truck,2025,8852.2561,Base
867,53-Washington,53-Washington,41-Waste/scrap,2-Rail,2025,1256.7792,Base
868,53-Washington,53-Washington,41-Waste/scrap,5-Multiple modes & mail,2025,9.1696,Base
869,53-Washington,53-Washington,43-Mixed freight,1-Truck,2025,9437.3594,Base
870,53-Washington,53-Washington,43-Mixed freight,2-Rail,2025,0.1549,Base
871,53-Washington,53-Washington,43-Mixed freight,5-Multiple modes & mail,2025,6.0713,Base
872,53-Washington,53-Washington,01-Live animals/fish,1-Truck,2025,438.6378,low
873,53-Washington,53-Washington,02-Cereal grains,1-Truck,2025,13921.4236,low
874,53-Washington,53-Washington,02-Cereal grains,2-Rail,2025,2564.9664,low
875,53-Washington,53-Washington,02-Cereal grains,3-Water,2025,1284.6695,low
876,53-Washington,53-Washington,02-Cereal grains,5-Multiple modes & mail,2025,0.5656,low
877,53-Washington,53-Washington,03-Other ag prods.,1-Truck,2025,12716.5833,low
878,53-Washington,53-Washington,03-Other ag prods.,3-Water,2025,7.0994,low
879,53-Washington,53-Washington,03-Other ag prods.,5-Multiple modes & mail,2025,1.86,low
880,53-Washington,53-Washington,04-Animal feed,1-Truck,2025,3544.8427,low
881,53-Washington,53-Washington,04-Animal feed,2-Rail,2025,785.0128,low
882,53-Washington,53-Washington,04-Animal feed,5-Multiple modes & mail,2025,35.5097,low
883,53-Washington,53-Washington,05-Meat/seafood,1-Truck,2025,894.5142,low
884,53-Washington,53-Washington,05-Meat/seafood,5-Multiple modes & mail,2025,88.9756,low
885,53-Washington,53-Washington,06-Milled grain prods.,1-Truck,2025,2131.3073,low
886,53-Washington,53-Washington,06-Milled grain prods.,5-Multiple modes & mail,2025,7.5047,low
887,53-Washington,53-Washington,07-Other foodstuffs,1-Truck,2025,9516.2938,low
888,53-Washington,53-Washington,07-Other foodstuffs,2-Rail,2025,1.1846,low
889,53-Washington,53-Washington,07-Other foodstuffs,5-Multiple modes & mail,2025,67.9986,low
890,53-Washington,53-Washington,08-Alcoholic beverages,1-Truck,2025,2615.1871,low
891,53-Washington,53-Washington,08-Alcoholic beverages,2-Rail,2025,42.9627,low
892,53-Washington,53-Washington,08-Alcoholic beverages,5-Multiple modes & mail,2025,7.4978,low
893,53-Washington,53-Washington,09-Tobacco prods.,1-Truck,2025,3.4262,low
894,53-Washington,53-Washington,10-Building stone,1-Truck,2025,160.3546,low
895,53-Washington,53-Washington,11-Natural sands,1-Truck,2025,11557.7345,low
896,53-Washington,53-Washington,11-Natural sands,2-Rail,2025,1510.3589,low
897,53-Washington,53-Washington,11-Natural sands,5-Multiple modes & mail,2025,105.1595,low
898,53-Washington,53-Washington,12-Gravel,1-Truck,2025,46729.5588,low
899,53-Washington,53-Washington,12-Gravel,2-Rail,2025,3725.694,low
900,53-Washington,53-Washington,12-Gravel,3-Water,2025,1.3042,low
901,53-Washington,53-Washington,12-Gravel,5-Multiple modes & mail,2025,29.3466,low
902,53-Washington,53-Washington,13-Nonmetallic minerals,1-Truck,2025,2690.9131,low
903,53-Washington,53-Washington,13-Nonmetallic minerals,5-Multiple modes & mail,2025,0.0328,low
904,53-Washington,53-Washington,14-Metallic ores,1-Truck,2025,0.0171,low
905,53-Washington,53-Washington,17-Gasoline,1-Truck,2025,12579.925,low
906,53-Washington,53-Washington,17-Gasoline,2-Rail,2025,0.1449,low
907,53-Washington,53-Washington,17-Gasoline,3-Water,2025,3218.9351,low
908,53-Washington,53-Washington,17-Gasoline,5-Multiple modes & mail,2025,20.933,low
909,53-Washington,53-Washington,17-Gasoline,6-Pipeline,2025,13952.066,low
910,53-Washington,53-Washington,18-Fuel oils,1-Truck,2025,7123.9021,low
911,53-Washington,53-Washington,18-Fuel oils,2-Rail,2025,748.829,low
912,53-Washington,53-Washington,18-Fuel oils,3-Water,2025,8781.5577,low
913,53-Washington,53-Washington,18-Fuel oils,5-Multiple modes & mail,2025,147.7116,low
914,53-Washington,53-Washington,18-Fuel oils,6-Pipeline,2025,2661.5712,low
915,53-Washington,53-Washington,19-Natural gas and other fossil products,1-Truck,2025,6194.5152,low
916,53-Washington,53-Washington,19-Natural gas and other fossil products,2-Rail,2025,80.0934,low
917,53-Washington,53-Washington,19-Natural gas and other fossil products,3-Water,2025,1601.6726,low
918,53-Washington,53-Washington,19-Natural gas and other fossil products,5-Multiple modes & mail,2025,123.9247,low
919,53-Washington,53-Washington,19-Natural gas and other fossil products,6-Pipeline,2025,18351.7107,low
920,53-Washington,53-Washington,20-Basic chemicals,1-Truck,2025,2475.2061,low
921,53-Washington,53-Washington,20-Basic chemicals,2-Rail,2025,18.4824,low
922,53-Washington,53-Washington,20-Basic chemicals,5-Multiple modes & mail,2025,24.2279,low
923,53-Washington,53-Washington,20-Basic chemicals,6-Pipeline,2025,520.5999,low
924,53-Washington,53-Washington,21-Pharmaceuticals,1-Truck,2025,140.067,low
925,53-Washington,53-Washington,21-Pharmaceuticals,5-Multiple modes & mail,2025,88.8583,low
926,53-Washington,53-Washington,22-Fertilizers,1-Truck,2025,3893.0037,low
927,53-Washington,53-Washington,22-Fertilizers,2-Rail,2025,0.0153,low
928,53-Washington,53-Washington,22-Fertilizers,5-Multiple modes & mail,2025,0.0157,low
929,53-Washington,53-Washington,23-Chemical prods.,1-Truck,2025,720.6931,low
930,53-Washington,53-Washington,23-Chemical prods.,5-Multiple modes & mail,2025,11.3408,low
931,53-Washington,53-Washington,24-Plastics/rubber,1-Truck,2025,1624.3849,low
932,53-Washington,53-Washington,24-Plastics/rubber,2-Rail,2025,0.1553,low
933,53-Washington,53-Washington,24-Plastics/rubber,5-Multiple modes & mail,2025,9.4581,low
934,53-Washington,53-Washington,25-Logs,1-Truck,2025,44223.0941,low
935,53-Washington,53-Washington,26-Wood prods.,1-Truck,2025,12007.283,low
936,53-Washington,53-Washington,26-Wood prods.,2-Rail,2025,210.3387,low
937,53-Washington,53-Washington,26-Wood prods.,3-Water,2025,0.9257,low
938,53-Washington,53-Washington,26-Wood prods.,5-Multiple modes & mail,2025,228.0353,low
939,53-Washington,53-Washington,27-Newsprint/paper,1-Truck,2025,1039.4563,low
940,53-Washington,53-Washington,27-Newsprint/paper,2-Rail,2025,13.6662,low
941,53-Washington,53-Washington,27-Newsprint/paper,5-Multiple modes & mail,2025,275.91,low
942,53-Washington,53-Washington,28-Paper articles,1-Truck,2025,1608.4927,low
